YYYYMMDD;HHMM;UWND;VWND;WSPD;WDIR;SD;SD
20180716;1200;-4.1;1.1;4.2;285.0;22222;55555
20180717;1200;-4.0;0.5;4.1;277.3;22222;55555
20180718;1200;-4.6;1.8;5.0;291.0;22222;55555
20180719;1200;-4.2;1.2;4.4;285.4;22222;55555
20180720;1200;-3.7;0.5;3.7;277.0;22222;55555
20180721;1200;-2.8;1.1;3.0;290.9;22222;55555
20180722;1200;-3.4;2.4;4.1;306.0;22222;55555
20180723;1200;-3.8;3.1;5.0;309.1;22222;55555
20180724;1200;-4.5;1.6;4.8;289.9;22222;55555
20180725;1200;-3.5;1.5;3.8;293.0;22222;55555
20180726;1200;-2.9;1.8;3.4;301.4;22222;55555
20180727;1200;-3.1;1.2;3.3;291.1;22222;55555
20180728;1200;-4.0;1.3;4.2;287.7;22222;55555
20180729;1200;-3.5;0.3;3.5;275.0;22222;55555
20180730;1200;-2.5;-1.9;3.1;232.0;22222;55555
20180731;1200;-3.6;-2.1;4.2;239.8;22222;55555
20180801;1200;-1.6;-2.2;2.7;214.8;22222;55555
20180802;1200;-2.1;-0.1;2.1;268.6;22222;55555
20180803;1200;-3.6;0.7;3.6;280.3;22222;55555
20180804;1200;-4.0;-0.8;4.1;259.0;22222;55555
20180805;1200;-1.6;-3.7;4.0;203.3;22222;55555
20180806;1200;-0.5;-3.2;3.2;189.4;22222;55555
20180807;1200;0.0;-2.3;2.3;180.8;22222;55555
20180808;1200;-2.1;1.8;2.8;311.0;22222;55555
20180809;1200;-2.8;-0.2;2.8;266.7;22222;55555
20180810;1200;-1.1;-4.3;4.5;194.8;22222;55555
20180811;1200;-1.9;-4.6;5.0;203.1;22222;55555
20180812;1200;1.2;-4.1;4.3;163.8;22222;55555
20180813;1200;2.7;3.0;4.1;41.6;22222;55555
20180814;1200;2.0;3.5;4.1;30.1;22222;55555
20180815;1200;-0.8;0.1;0.8;278.4;22222;55555
20180816;1200;-1.7;0.1;1.7;274.4;22222;55555
20180817;1200;-1.5;1.9;2.4;320.6;22222;55555
20180818;1200;-1.4;1.0;1.7;306.7;22222;55555
20180819;1200;-2.3;1.6;2.8;304.5;22222;55555
20180820;1200;-1.6;0.3;1.6;279.5;22222;55555
20180821;1200;-3.2;1.0;3.4;287.3;22222;55555
20180822;1200;-3.8;0.8;3.9;281.7;22222;55555
20180823;1200;-3.5;-0.2;3.5;266.1;22222;55555
20180824;1200;-4.3;-0.7;4.4;260.3;22222;55555
20180825;1200;-4.8;-0.9;4.8;258.9;22222;55555
20180826;1200;-4.0;-0.9;4.1;257.4;22222;55555
20180827;1200;-4.2;-0.3;4.2;265.4;22222;55555
20180828;1200;-4.2;1.7;4.5;291.7;22222;55555
20180829;1200;-4.2;2.2;4.8;297.5;22222;55555
20180830;1200;-3.9;0.6;4.0;278.5;22222;55555
20180831;1200;-5.0;0.6;5.1;276.7;22222;55555
20180901;1200;-3.2;-2.1;3.8;236.5;22222;55555
20180902;1200;-3.8;-1.1;4.0;253.3;22222;55555
20180903;1200;-3.5;-2.1;4.1;238.8;22222;55555
20180904;1200;-2.8;-3.7;4.6;217.3;22222;55555
20180905;1200;-2.0;-3.4;4.0;210.5;22222;55555
20180906;1200;-0.6;-0.6;0.8;224.3;22222;55555
20180907;1200;-2.3;5.0;5.5;335.7;22222;55555
20180908;1200;-3.0;2.7;4.1;311.8;22222;55555
20180909;1200;-3.6;2.8;4.5;307.4;22222;55555
20180910;1200;-0.4;4.2;4.3;354.6;22222;55555
20180911;1200;-1.3;2.9;3.2;336.0;22222;55555
20180912;1200;-0.7;3.4;3.5;349.0;22222;55555
20180913;1200;-2.7;3.7;4.5;323.8;22222;55555
20180914;1200;-4.3;1.1;4.4;284.4;22222;55555
20180915;1200;-3.5;-1.1;3.7;252.2;22222;55555
20180916;1200;-1.3;-3.7;3.9;199.1;22222;55555
20180917;1200;-0.7;-2.8;2.9;193.5;22222;55555
20180918;1200;-1.2;-3.0;3.3;201.3;22222;55555
20180919;1200;-2.2;-3.0;3.7;216.7;22222;55555
20180920;1200;-3.3;-1.7;3.8;242.5;22222;55555
20180921;1200;-4.1;-1.0;4.3;256.1;22222;55555
20180922;1200;-2.2;-2.3;3.2;224.0;22222;55555
20180923;1200;-1.3;-1.9;2.4;214.2;22222;55555
20180924;1200;-2.8;-1.9;3.4;234.9;22222;55555
20180925;1200;-3.7;-0.6;3.8;261.0;22222;55555
20180926;1200;-3.9;-0.2;3.9;267.3;22222;55555
20180927;1200;-3.3;-1.9;3.8;240.6;22222;55555
20180928;1200;-1.9;-2.7;3.3;215.7;22222;55555
20180929;1200;-0.8;-2.4;2.5;198.4;22222;55555
20180930;1200;-1.0;-1.9;2.1;207.5;22222;55555
20181001;1200;-3.7;-1.4;4.0;250.0;22222;55555
20181002;1200;-3.5;-1.8;4.0;243.3;22222;55555
20181003;1200;-3.1;-1.3;3.4;247.1;22222;55555
20181004;1200;-2.1;-2.4;3.2;221.1;22222;55555
20181005;1200;-0.9;-2.2;2.3;202.0;22222;55555
20181006;1200;0.1;-1.6;1.6;177.3;22222;55555
20181007;1200;-3.1;1.3;3.3;293.0;22222;55555
20181008;1200;-3.2;-0.9;3.4;253.4;22222;55555
20181009;1200;-3.4;-2.1;4.0;238.2;22222;55555
20181010;1200;-4.9;-2.0;5.3;248.0;22222;55555
20181011;1200;-4.0;-1.9;4.5;244.2;22222;55555
20181012;1200;-4.4;-0.9;4.5;258.6;22222;55555
20181013;1200;-3.3;-2.9;4.4;228.8;22222;55555
20181014;1200;-0.1;-3.6;3.6;180.9;22222;55555
20181015;1200;3.4;-2.3;4.1;123.7;22222;55555
20181016;1200;1.1;1.5;1.9;36.9;22222;55555
20181017;1200;-4.9;3.3;5.9;303.9;22222;55555
20181018;1200;-1.8;-0.9;2.0;243.1;22222;55555
20181019;1200;-0.3;-4.2;4.2;184.7;22222;55555
20181020;1200;1.3;-0.4;1.4;108.1;22222;55555
20181021;1200;-1.1;5.9;6.0;349.0;22222;55555
20181022;1200;-2.1;3.1;3.7;326.0;22222;55555
20181023;1200;-3.7;1.1;3.9;287.0;22222;55555
20181024;1200;-2.5;-0.3;2.5;262.4;22222;55555
20181025;1200;-2.9;-0.7;3.0;257.2;22222;55555
20181026;1200;-3.5;-3.5;4.9;224.9;22222;55555
20181027;1200;-2.4;-4.8;5.4;206.3;22222;55555
20181028;1200;1.5;-5.9;6.1;166.0;22222;55555
20181029;1200;-1.5;2.8;3.1;332.2;22222;55555
20181030;1200;-3.2;0.4;3.2;278.0;22222;55555
20181031;1200;-0.8;0.2;0.8;286.1;22222;55555
20181101;1200;-1.3;-0.9;1.6;234.8;22222;55555
20181102;1200;0.7;-2.9;3.0;166.2;22222;55555
20181103;1200;-0.1;-2.2;2.2;181.5;22222;55555
20181104;1200;-0.8;-3.6;3.7;192.5;22222;55555
20181105;1200;-1.4;-1.9;2.3;215.7;22222;55555
20181106;1200;-2.6;0.4;2.6;278.8;22222;55555
20181107;1200;-4.0;-0.3;4.0;266.1;22222;55555
20181108;1200;-3.1;-1.9;3.6;238.4;22222;55555
20181109;1200;-3.9;-0.9;4.0;257.4;22222;55555
20181110;1200;-3.1;0.1;3.1;271.1;22222;55555
20181111;1200;-3.5;0.4;3.5;276.1;22222;55555
20181112;1200;-1.7;-1.1;2.0;235.9;22222;55555
20181113;1200;-3.6;-0.3;3.6;264.4;22222;55555
20181114;1200;-3.1;-1.3;3.4;247.4;22222;55555
20181115;1200;-3.0;-3.5;4.6;220.5;22222;55555
20181116;1200;-3.1;-4.1;5.1;216.7;22222;55555
20181117;1200;-3.8;-1.8;4.2;244.3;22222;55555
20181118;1200;-5.2;-0.5;5.2;265.1;22222;55555
20181119;1200;-2.8;-4.0;4.9;214.8;22222;55555
20181120;1200;-3.5;-3.4;4.9;225.3;22222;55555
20181121;1200;-5.0;-1.4;5.2;254.3;22222;55555
20181122;1200;-5.3;-0.4;5.3;265.4;22222;55555
20181123;1200;-5.5;-0.4;5.5;265.9;22222;55555
20181124;1200;-5.8;-0.7;5.8;262.9;22222;55555
20181125;1200;-5.0;-0.9;5.0;259.6;22222;55555
20181126;1200;-4.3;0.3;4.3;274.4;22222;55555
20181127;1200;-3.6;-0.3;3.6;265.7;22222;55555
20181128;1200;-3.8;-0.1;3.8;268.3;22222;55555
20181129;1200;-99.9;-99.9;-99.9;-99.9;0;0
20181130;1200;-99.9;-99.9;-99.9;-99.9;0;0
20181201;1200;-2.9;-3.8;4.7;217.2;22222;11111
20181202;1200;2.0;-3.9;4.4;153.3;22222;11111
20181203;1200;0.5;-4.1;4.2;173.5;22222;11111
20181204;1200;2.4;-1.6;2.9;123.5;22222;11111
20181205;1200;0.3;-3.4;3.4;174.4;22222;11111
20181206;1200;0.7;-3.2;3.3;167.3;22222;11111
20181207;1200;0.5;-2.7;2.7;170.0;22222;11111
20181208;1200;-1.4;-0.1;1.4;267.8;22222;11111
20181209;1200;-3.8;3.9;5.4;316.2;22222;11111
20181210;1200;-5.4;2.1;5.8;291.0;22222;11111
20181211;1200;-3.1;0.0;3.1;270.8;22222;11111
20181212;1200;-3.5;0.5;3.5;278.7;22222;11111
20181213;1200;-3.5;-0.4;3.6;263.4;22222;11111
20181214;1200;-3.0;0.3;3.0;276.3;22222;11111
20181215;1200;-4.2;1.1;4.3;285.1;22222;11111
20181216;1200;-3.8;-0.3;3.8;265.4;22222;11111
20181217;1200;-4.3;0.4;4.3;275.1;22222;11111
20181218;1200;-1.7;-1.7;2.4;224.2;22222;11111
20181219;1200;-3.3;-1.9;3.8;239.7;22222;11111
20181220;1200;-3.0;-1.3;3.2;246.0;22222;11111
20181221;1200;-3.4;-1.7;3.8;242.8;22222;11111
20181222;1200;-3.1;-2.8;4.2;228.5;22222;11111
20181223;1200;-4.1;-3.4;5.3;230.4;22222;11111
20181224;1200;-3.8;-3.7;5.3;225.4;22222;11111
20181225;1200;-3.8;-3.7;5.3;225.4;22222;11111
20181226;1200;-3.2;-3.0;4.4;226.7;22222;11111
20181227;1200;-3.5;-1.6;3.8;246.0;22222;11111
20181228;1200;-3.3;-1.5;3.6;246.0;22222;11111
20181229;1200;-4.4;-2.2;5.0;243.6;22222;11111
20181230;1200;-3.0;-2.0;3.7;236.0;22222;11111
20181231;1200;-4.2;-0.9;4.3;257.3;22222;11111
