YYYYMMDD;HHMM;UWND;VWND;WSPD;WDIR;SD;SD
20210628;1200;-5.5;4.5;7.2;309.4;22;11
20210629;1200;-6.0;0.2;6.0;271.7;22;11
20210630;1200;-2.1;0.3;2.1;278.0;22;11
20210701;1200;-2.1;7.2;7.5;343.7;22;11
20210702;1200;-3.0;7.6;8.2;338.8;22;11
20210703;1200;-3.4;1.9;3.9;299.8;22;11
20210704;1200;-3.3;1.1;3.4;288.5;22;11
20210705;1200;-3.0;3.8;4.9;321.4;22;11
20210706;1200;-1.0;4.3;4.4;346.8;22;11
20210707;1200;-1.6;4.2;4.5;338.6;22;11
20210708;1200;0.3;1.3;1.3;12.9;22;11
20210709;1200;-2.3;-0.3;2.3;262.7;22;11
20210710;1200;-1.2;0.8;1.4;305.0;22;11
20210711;1200;-4.8;-0.8;4.9;260.6;22;11
20210712;1200;-7.5;0.2;7.5;271.2;22;11
20210713;1200;-7.2;1.8;7.4;284.4;22;11
20210714;1200;-7.0;1.9;7.2;285.4;22;11
20210715;1200;-5.1;1.5;5.3;286.4;22;11
20210716;1200;-3.4;-0.6;3.5;260.0;22;11
20210717;1200;-4.4;-0.8;4.5;259.4;22;11
20210718;1200;-4.4;-2.6;5.1;239.2;22;11
20210719;1200;-3.4;-2.6;4.3;232.0;22;11
20210720;1200;-0.2;3.2;3.2;355.6;22;11
20210721;1200;-2.8;5.4;6.1;332.2;22;11
20210722;1200;-2.4;4.3;4.9;331.2;22;11
20210723;1200;-3.2;6.7;7.4;334.4;22;11
20210724;1200;-4.7;6.2;7.8;322.7;22;11
20210725;1200;-6.1;3.9;7.2;302.3;22;11
20210726;1200;-8.4;1.9;8.7;282.6;22;11
20210727;1200;-6.7;-0.3;6.7;267.2;22;11
20210728;1200;-3.7;-5.0;6.2;216.9;22;11
20210729;1200;0.7;-3.6;3.7;169.2;22;11
20210730;1200;-0.6;9.1;9.1;356.4;22;11
20210731;1200;-1.4;7.5;7.6;349.7;22;11
20210801;1200;-3.8;8.1;8.9;334.7;22;11
20210802;1200;-6.7;4.8;8.3;305.7;22;11
20210803;1200;-4.8;2.8;5.5;300.0;22;11
20210804;1200;-5.6;4.3;7.1;307.3;22;11
20210805;1200;-5.4;7.3;9.1;323.5;22;11
20210806;1200;-4.3;7.2;8.4;329.2;22;11
20210807;1200;-6.7;5.9;8.9;311.1;22;11
20210808;1200;-7.5;3.2;8.2;293.0;22;11
20210809;1200;-6.5;1.7;6.7;284.9;22;11
20210810;1200;-6.5;1.3;6.6;281.1;22;11
20210811;1200;-5.0;-0.7;5.1;262.3;22;11
20210812;1200;-3.4;1.5;3.7;293.3;22;11
20210813;1200;-3.9;3.8;5.5;314.2;22;11
20210814;1200;-4.0;2.5;4.7;301.6;22;11
20210815;1200;-1.1;0.4;1.1;291.0;22;11
20210816;1200;-2.1;1.0;2.4;294.8;22;11
20210817;1200;-6.5;1.7;6.7;284.9;22;11
20210818;1200;-6.5;3.2;7.2;296.6;22;11
20210819;1200;-6.3;4.0;7.5;301.9;22;11
20210820;1200;-6.9;2.8;7.5;292.1;22;11
20210821;1200;-6.2;1.0;6.3;279.2;22;11
20210822;1200;-7.0;1.0;7.1;278.4;22;11
20210823;1200;-4.2;1.3;4.4;287.2;22;11
20210824;1200;-6.6;-0.1;6.6;269.4;22;11
20210825;1200;-8.3;0.0;8.3;270.1;22;11
20210826;1200;-8.7;-0.4;8.7;267.3;22;11
20210827;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210828;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210829;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210830;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210831;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210901;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210902;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210903;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210904;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210905;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210906;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210907;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210908;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210909;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210910;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210911;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210912;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210913;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210914;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210915;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210916;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210917;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210918;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210919;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210920;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210921;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210922;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210923;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210924;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210925;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210926;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210927;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210928;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210929;1200;-99.9;-99.9;-99.9;-99.9;22;11
20210930;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211001;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211002;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211003;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211004;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211005;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211006;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211007;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211008;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211009;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211010;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211011;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211012;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211013;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211014;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211015;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211016;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211017;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211018;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211019;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211020;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211021;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211022;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211023;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211024;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211025;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211026;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211027;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211028;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211029;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211030;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211031;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211101;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211102;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211103;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211104;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211105;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211106;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211107;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211108;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211109;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211110;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211111;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211112;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211113;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211114;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211115;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211116;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211117;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211118;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211119;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211120;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211121;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211122;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211123;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211124;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211125;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211126;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211127;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211128;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211129;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211130;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211201;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211202;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211203;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211204;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211205;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211206;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211207;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211208;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211209;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211210;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211211;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211212;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211213;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211214;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211215;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211216;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211217;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211218;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211219;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211220;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211221;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211222;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211223;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211224;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211225;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211226;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211227;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211228;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211229;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211230;1200;-99.9;-99.9;-99.9;-99.9;22;11
20211231;1200;-99.9;-99.9;-99.9;-99.9;22;11
