YYYYMMDD;HHMM;DYN;Q
20200405;1200;100.62;2
20200406;1200;100.69;2
20200407;1200;100.03;2
20200408;1200;100.15;2
20200409;1200;100.29;2
20200410;1200;100.03;2
20200411;1200;100.10;2
20200412;1200;99.99;2
20200413;1200;100.19;2
20200414;1200;99.94;2
20200415;1200;100.18;2
20200416;1200;100.40;2
20200417;1200;100.00;2
20200418;1200;100.08;2
20200419;1200;100.16;2
20200420;1200;99.86;2
20200421;1200;100.24;2
20200422;1200;100.43;2
20200423;1200;101.05;2
20200424;1200;100.82;2
20200425;1200;100.76;2
20200426;1200;100.67;2
20200427;1200;100.73;2
20200428;1200;100.68;2
20200429;1200;100.33;2
20200430;1200;100.39;2
20200501;1200;100.53;2
20200502;1200;100.12;2
20200503;1200;100.18;2
20200504;1200;100.02;2
20200505;1200;99.99;2
20200506;1200;99.63;2
20200507;1200;99.70;2
20200508;1200;99.57;2
20200509;1200;100.10;2
20200510;1200;99.32;2
20200511;1200;100.04;2
20200512;1200;99.51;2
20200513;1200;99.55;2
20200514;1200;99.43;2
20200515;1200;100.07;2
20200516;1200;99.36;2
20200517;1200;-9.99;2
20200518;1200;-9.99;2
20200519;1200;-9.99;2
20200520;1200;-9.99;2
20200521;1200;-9.99;2
20200522;1200;-9.99;2
20200523;1200;-9.99;2
20200524;1200;-9.99;2
20200525;1200;-9.99;2
20200526;1200;-9.99;2
20200527;1200;-9.99;2
20200528;1200;-9.99;2
20200529;1200;-9.99;2
20200530;1200;-9.99;2
20200531;1200;-9.99;2
20200601;1200;-9.99;2
20200602;1200;-9.99;2
20200603;1200;-9.99;2
20200604;1200;-9.99;2
20200605;1200;-9.99;2
20200606;1200;-9.99;2
20200607;1200;-9.99;2
20200608;1200;-9.99;2
20200609;1200;-9.99;2
20200610;1200;-9.99;2
20200611;1200;-9.99;2
20200612;1200;-9.99;2
20200613;1200;-9.99;2
20200614;1200;-9.99;2
20200615;1200;-9.99;2
20200616;1200;-9.99;2
20200617;1200;-9.99;2
20200618;1200;-9.99;2
20200619;1200;-9.99;2
20200620;1200;-9.99;2
20200621;1200;-9.99;2
20200622;1200;-9.99;2
20200623;1200;-9.99;2
20200624;1200;-9.99;2
20200625;1200;-9.99;2
20200626;1200;-9.99;2
20200627;1200;-9.99;2
20200628;1200;-9.99;2
20200629;1200;-9.99;2
20200630;1200;-9.99;2
20200701;1200;-9.99;2
20200702;1200;-9.99;2
20200703;1200;-9.99;2
20200704;1200;-9.99;2
20200705;1200;-9.99;2
20200706;1200;-9.99;2
20200707;1200;-9.99;2
20200708;1200;-9.99;2
20200709;1200;-9.99;2
20200710;1200;-9.99;2
20200711;1200;-9.99;2
20200712;1200;-9.99;2
20200713;1200;-9.99;2
20200714;1200;-9.99;2
20200715;1200;-9.99;2
20200716;1200;-9.99;2
20200717;1200;-9.99;2
20200718;1200;-9.99;2
20200719;1200;-9.99;2
20200720;1200;-9.99;2
20200721;1200;-9.99;2
20200722;1200;-9.99;2
20200723;1200;-9.99;2
20200724;1200;-9.99;2
20200725;1200;-9.99;2
20200726;1200;-9.99;2
20200727;1200;-9.99;2
20200728;1200;-9.99;2
20200729;1200;-9.99;2
20200730;1200;-9.99;2
20200731;1200;-9.99;2
20200801;1200;-9.99;2
20200802;1200;-9.99;2
20200803;1200;-9.99;2
20200804;1200;-9.99;2
20200805;1200;-9.99;2
20200806;1200;-9.99;2
20200807;1200;-9.99;2
20200808;1200;-9.99;2
20200809;1200;-9.99;2
20200810;1200;-9.99;2
20200811;1200;-9.99;2
20200812;1200;-9.99;2
20200813;1200;-9.99;2
20200814;1200;-9.99;2
20200815;1200;-9.99;2
20200816;1200;-9.99;2
20200817;1200;-9.99;2
20200818;1200;-9.99;2
20200819;1200;-9.99;2
20200820;1200;-9.99;2
20200821;1200;-9.99;2
20200822;1200;-9.99;2
20200823;1200;-9.99;2
20200824;1200;-9.99;2
20200825;1200;-9.99;2
20200826;1200;-9.99;2
20200827;1200;-9.99;2
20200828;1200;-9.99;2
20200829;1200;-9.99;2
20200830;1200;-9.99;2
20200831;1200;-9.99;2
20200901;1200;-9.99;2
20200902;1200;-9.99;2
20200903;1200;-9.99;2
20200904;1200;-9.99;2
20200905;1200;-9.99;2
20200906;1200;-9.99;2
20200907;1200;-9.99;2
20200908;1200;-9.99;2
20200909;1200;-9.99;2
20200910;1200;-9.99;2
20200911;1200;-9.99;2
20200912;1200;-9.99;2
20200913;1200;-9.99;2
20200914;1200;-9.99;2
20200915;1200;-9.99;2
20200916;1200;-9.99;2
20200917;1200;-9.99;2
20200918;1200;-9.99;2
20200919;1200;-9.99;2
20200920;1200;-9.99;2
20200921;1200;-9.99;2
20200922;1200;-9.99;2
20200923;1200;-9.99;2
20200924;1200;-9.99;2
20200925;1200;-9.99;2
20200926;1200;-9.99;2
20200927;1200;-9.99;2
20200928;1200;-9.99;2
20200929;1200;-9.99;2
20200930;1200;-9.99;2
20201001;1200;-9.99;2
20201002;1200;-9.99;2
20201003;1200;-9.99;2
20201004;1200;-9.99;2
20201005;1200;-9.99;2
20201006;1200;-9.99;2
20201007;1200;-9.99;2
20201008;1200;-9.99;2
20201009;1200;-9.99;2
20201010;1200;-9.99;2
20201011;1200;-9.99;2
20201012;1200;-9.99;2
20201013;1200;-9.99;2
20201014;1200;-9.99;2
20201015;1200;-9.99;2
20201016;1200;-9.99;2
20201017;1200;-9.99;2
20201018;1200;-9.99;2
20201019;1200;-9.99;2
20201020;1200;-9.99;2
20201021;1200;-9.99;2
20201022;1200;-9.99;2
20201023;1200;-9.99;2
20201024;1200;-9.99;2
20201025;1200;-9.99;2
20201026;1200;-9.99;2
20201027;1200;-9.99;2
20201028;1200;-9.99;2
20201029;1200;-9.99;2
20201030;1200;-9.99;2
20201031;1200;-9.99;2
20201101;1200;98.43;2
20201102;1200;98.53;2
20201103;1200;98.74;2
20201104;1200;98.68;2
20201105;1200;99.05;2
20201106;1200;99.68;2
20201107;1200;100.44;2
20201108;1200;99.44;2
20201109;1200;99.99;2
20201110;1200;100.76;2
20201111;1200;101.09;2
20201112;1200;101.56;2
20201113;1200;102.25;2
20201114;1200;101.96;2
20201115;1200;102.45;2
20201116;1200;103.03;2
20201117;1200;103.32;2
20201118;1200;103.74;2
20201119;1200;103.87;2
20201120;1200;103.76;2
20201121;1200;103.97;2
20201122;1200;103.98;2
20201123;1200;104.06;2
20201124;1200;103.42;2
20201125;1200;103.53;2
20201126;1200;103.77;2
20201127;1200;102.54;2
20201128;1200;102.37;2
20201129;1200;102.33;2
20201130;1200;102.90;2
20201201;1200;102.74;2
20201202;1200;102.63;2
20201203;1200;102.55;2
20201204;1200;102.93;2
20201205;1200;102.45;2
20201206;1200;102.03;2
20201207;1200;101.71;2
20201208;1200;101.94;2
20201209;1200;102.26;2
20201210;1200;102.79;2
20201211;1200;102.41;2
20201212;1200;102.24;2
20201213;1200;101.21;2
20201214;1200;100.28;2
20201215;1200;99.94;2
20201216;1200;100.44;2
20201217;1200;100.38;2
20201218;1200;100.20;2
20201219;1200;100.31;2
20201220;1200;100.84;2
20201221;1200;101.55;2
20201222;1200;102.74;2
20201223;1200;102.94;2
20201224;1200;103.20;2
20201225;1200;103.11;2
20201226;1200;103.72;2
20201227;1200;103.10;2
20201228;1200;104.06;2
20201229;1200;103.40;2
20201230;1200;103.45;2
20201231;1200;103.59;2
