YYYYMMDD;HHMM;SSS;ID;Q;S
20200606;1200;36.706;24;2;1
20200607;1200;36.712;24;2;1
20200608;1200;36.710;24;2;1
20200609;1200;36.706;24;2;1
20200610;1200;36.615;24;2;1
20200611;1200;36.565;24;2;1
20200612;1200;36.545;24;2;1
20200613;1200;36.548;24;2;1
20200614;1200;36.540;24;2;1
20200615;1200;36.487;24;2;1
20200616;1200;36.477;24;2;1
20200617;1200;36.496;24;2;1
20200618;1200;36.573;24;2;1
20200619;1200;36.586;24;2;1
20200620;1200;36.592;24;2;1
20200621;1200;36.536;24;2;1
20200622;1200;36.507;24;2;1
20200623;1200;36.497;24;2;1
20200624;1200;36.477;24;2;1
20200625;1200;36.469;24;2;1
20200626;1200;36.465;24;2;1
20200627;1200;36.477;24;2;1
20200628;1200;36.479;24;2;1
20200629;1200;36.480;24;2;1
20200630;1200;36.478;24;2;1
20200701;1200;36.473;24;2;1
20200702;1200;36.469;24;2;1
20200703;1200;36.475;24;2;1
20200704;1200;36.482;24;2;1
20200705;1200;36.466;24;2;1
20200706;1200;36.461;24;2;1
20200707;1200;36.465;24;2;1
20200708;1200;36.469;24;2;1
20200709;1200;36.474;24;2;1
20200710;1200;36.483;24;2;1
20200711;1200;36.493;24;2;1
20200712;1200;36.510;24;2;1
20200713;1200;36.539;24;2;1
20200714;1200;36.554;24;2;1
20200715;1200;36.560;24;2;1
20200716;1200;36.566;24;2;1
20200717;1200;36.563;24;2;1
20200718;1200;36.568;24;2;1
20200719;1200;36.559;24;2;1
20200720;1200;36.539;24;2;1
20200721;1200;36.547;24;2;1
20200722;1200;36.551;24;2;1
20200723;1200;36.570;24;2;1
20200724;1200;36.553;24;2;1
20200725;1200;36.530;24;2;1
20200726;1200;36.528;24;2;1
20200727;1200;36.509;24;2;1
20200728;1200;36.490;24;2;1
20200729;1200;36.488;24;2;1
20200730;1200;36.490;24;2;1
20200731;1200;36.486;24;2;1
20200801;1200;36.504;24;2;1
20200802;1200;36.496;24;2;1
20200803;1200;36.512;24;2;1
20200804;1200;36.495;24;2;1
20200805;1200;36.491;24;2;1
20200806;1200;36.496;24;2;1
20200807;1200;36.499;24;2;1
20200808;1200;36.494;24;2;1
20200809;1200;36.495;24;2;1
20200810;1200;36.495;24;2;1
20200811;1200;36.493;24;2;1
20200812;1200;36.483;24;2;1
20200813;1200;36.474;24;2;1
20200814;1200;36.467;24;2;1
20200815;1200;36.467;24;2;1
20200816;1200;36.472;24;2;1
20200817;1200;36.459;24;2;1
20200818;1200;36.455;24;2;1
20200819;1200;36.435;24;2;1
20200820;1200;36.480;24;2;1
20200821;1200;36.473;24;2;1
20200822;1200;36.441;24;2;1
20200823;1200;36.461;24;2;1
20200824;1200;36.470;24;2;1
20200825;1200;36.461;24;2;1
20200826;1200;36.447;24;2;1
20200827;1200;36.437;24;2;1
20200828;1200;36.440;24;2;1
20200829;1200;36.452;24;2;1
20200830;1200;36.439;24;2;1
20200831;1200;36.443;24;2;1
20200901;1200;36.426;24;2;1
20200902;1200;36.425;24;2;1
20200903;1200;36.430;24;2;1
20200904;1200;36.453;24;2;1
20200905;1200;36.457;24;2;1
20200906;1200;36.441;24;2;1
20200907;1200;36.480;24;2;1
20200908;1200;36.464;24;2;1
20200909;1200;36.556;24;2;1
20200910;1200;36.480;24;2;1
20200911;1200;36.477;24;2;1
20200912;1200;36.469;24;2;1
20200913;1200;36.483;24;2;1
20200914;1200;36.483;24;2;1
20200915;1200;36.552;24;2;1
20200916;1200;36.548;24;2;1
20200917;1200;36.539;24;2;1
20200918;1200;36.554;24;2;1
20200919;1200;36.544;24;2;1
20200920;1200;36.553;24;2;1
20200921;1200;36.541;24;2;1
20200922;1200;36.545;24;2;1
20200923;1200;36.566;24;2;1
20200924;1200;36.560;24;2;1
20200925;1200;36.555;24;2;1
20200926;1200;36.548;24;2;1
20200927;1200;36.541;24;2;1
20200928;1200;36.545;24;2;1
20200929;1200;36.551;24;2;1
20200930;1200;36.558;24;2;1
20201001;1200;36.564;24;2;1
20201002;1200;36.565;24;2;1
20201003;1200;36.565;24;2;1
20201004;1200;36.568;24;2;1
20201005;1200;36.571;24;2;1
20201006;1200;36.568;24;2;1
20201007;1200;36.569;24;2;1
20201008;1200;36.580;24;2;1
20201009;1200;36.585;24;2;1
20201010;1200;36.573;24;2;1
20201011;1200;36.555;24;2;1
20201012;1200;36.546;24;2;1
20201013;1200;36.535;24;2;1
20201014;1200;36.545;24;2;1
20201015;1200;36.547;24;2;1
20201016;1200;36.545;24;2;1
20201017;1200;36.488;24;2;1
20201018;1200;36.471;24;2;1
20201019;1200;36.458;24;2;1
20201020;1200;36.442;24;2;1
20201021;1200;36.458;24;2;1
20201022;1200;36.462;24;2;1
20201023;1200;36.467;24;2;1
20201024;1200;36.459;24;2;1
20201025;1200;36.451;24;2;1
20201026;1200;36.480;24;2;1
20201027;1200;36.479;24;2;1
20201028;1200;36.483;24;2;1
20201029;1200;36.474;24;2;1
20201030;1200;36.470;24;2;1
20201031;1200;36.468;24;2;1
20201101;1200;36.555;24;2;1
20201102;1200;36.660;24;2;1
20201103;1200;36.733;24;2;1
20201104;1200;36.798;24;2;1
20201105;1200;36.915;24;2;1
20201106;1200;36.967;24;2;1
20201107;1200;36.980;24;2;1
20201108;1200;37.010;24;2;1
20201109;1200;36.973;24;2;1
20201110;1200;36.970;24;2;1
20201111;1200;36.995;24;2;1
20201112;1200;36.998;24;2;1
20201113;1200;37.008;24;2;1
20201114;1200;37.023;24;2;1
20201115;1200;37.019;24;2;1
20201116;1200;37.018;24;2;1
20201117;1200;37.035;24;2;1
20201118;1200;37.057;24;2;1
20201119;1200;37.018;24;2;1
20201120;1200;36.980;24;2;1
20201121;1200;36.982;24;2;1
20201122;1200;37.004;24;2;1
20201123;1200;37.055;24;2;1
20201124;1200;37.001;24;2;1
20201125;1200;36.965;24;2;1
20201126;1200;36.914;24;2;1
20201127;1200;36.902;24;2;1
20201128;1200;36.883;24;2;1
20201129;1200;36.907;24;2;1
20201130;1200;36.930;24;2;1
20201201;1200;36.937;24;2;1
20201202;1200;36.931;24;2;1
20201203;1200;36.925;24;2;1
20201204;1200;36.891;24;2;1
20201205;1200;36.880;24;2;1
20201206;1200;36.870;24;2;1
20201207;1200;36.854;24;2;1
20201208;1200;36.840;24;2;1
20201209;1200;36.816;24;2;1
20201210;1200;36.800;24;2;1
20201211;1200;36.770;24;2;1
20201212;1200;36.763;24;2;1
20201213;1200;36.766;24;2;1
20201214;1200;36.762;24;2;1
20201215;1200;36.776;24;2;1
20201216;1200;36.785;24;2;1
20201217;1200;36.797;24;2;1
20201218;1200;36.805;24;2;1
20201219;1200;36.768;24;2;1
20201220;1200;36.712;24;2;1
20201221;1200;36.671;24;2;1
20201222;1200;36.685;24;2;1
20201223;1200;36.688;24;2;1
20201224;1200;36.723;24;2;1
20201225;1200;36.689;24;2;1
20201226;1200;36.722;24;2;1
20201227;1200;36.748;24;2;1
20201228;1200;36.777;24;2;1
20201229;1200;36.801;24;2;1
20201230;1200;36.819;24;2;1
20201231;1200;36.832;24;2;1
