YYYYMMDD;HHMM;UWND;VWND;WSPD;WDIR;SD;SD
20200315;1200;-4.5;3.1;5.5;304.7;22;11
20200316;1200;-5.0;1.6;5.2;287.8;22;11
20200317;1200;-4.9;0.0;4.9;270.4;22;11
20200318;1200;-3.9;0.6;3.9;278.0;22;11
20200319;1200;-3.4;-1.5;3.8;246.0;22;11
20200320;1200;-1.9;-4.8;5.2;201.0;22;11
20200321;1200;2.3;-4.8;5.3;153.8;22;11
20200322;1200;1.6;-1.3;2.0;129.4;22;11
20200323;1200;-2.4;5.8;6.2;337.9;22;11
20200324;1200;-2.9;8.5;8.9;341.1;22;11
20200325;1200;-1.8;7.9;8.1;347.3;22;11
20200326;1200;-1.5;6.4;6.5;346.6;22;11
20200327;1200;-1.3;4.4;4.6;343.8;22;11
20200328;1200;-3.1;0.0;3.1;270.8;22;11
20200329;1200;-3.3;1.7;3.7;297.8;22;11
20200330;1200;-1.9;2.0;2.8;317.6;22;11
20200331;1200;-2.7;3.5;4.5;322.6;22;11
20200401;1200;-3.3;3.5;4.8;316.0;22;11
20200402;1200;-4.7;2.6;5.4;298.7;22;11
20200403;1200;1.8;-4.6;4.9;158.4;22;11
20200404;1200;4.5;-3.7;5.9;129.4;22;11
20200405;1200;-0.9;6.4;6.5;352.2;22;11
20200406;1200;-2.1;4.2;4.7;333.5;22;11
20200407;1200;-2.0;1.1;2.2;299.1;22;11
20200408;1200;1.4;1.4;2.0;45.4;22;11
20200409;1200;-0.9;4.1;4.2;347.3;22;11
20200410;1200;-3.9;5.3;6.6;323.7;22;11
20200411;1200;-4.5;1.6;4.8;289.3;22;11
20200412;1200;-0.6;-1.6;1.7;201.0;22;11
20200413;1200;-3.4;1.0;3.6;286.2;22;11
20200414;1200;-3.8;-0.3;3.8;265.4;22;11
20200415;1200;-3.8;-1.2;4.0;252.0;22;11
20200416;1200;-3.4;-2.0;4.0;240.0;22;11
20200417;1200;-3.4;0.3;3.4;275.7;22;11
20200418;1200;-1.9;2.8;3.4;325.4;22;11
20200419;1200;-2.7;6.7;7.2;337.6;22;11
20200420;1200;-1.4;5.2;5.3;344.8;22;11
20200421;1200;-0.8;1.7;1.9;336.0;22;11
20200422;1200;0.0;4.5;4.5;0.2;22;11
20200423;1200;0.9;3.6;3.7;14.2;22;11
20200424;1200;-1.0;3.9;4.0;345.0;22;11
20200425;1200;-5.8;5.7;8.1;314.5;22;11
20200426;1200;-4.4;5.9;7.4;323.5;22;11
20200427;1200;-4.2;6.6;7.9;327.2;22;11
20200428;1200;-3.9;7.4;8.4;331.9;22;11
20200429;1200;-5.5;3.0;6.3;298.8;22;11
20200430;1200;-5.4;0.2;5.5;272.6;22;11
20200501;1200;-2.2;-2.4;3.2;222.8;22;11
20200502;1200;2.1;-0.8;2.2;111.0;22;11
20200503;1200;2.3;0.8;2.4;71.2;22;11
20200504;1200;1.1;6.4;6.5;9.7;22;11
20200505;1200;-1.3;2.5;2.8;331.6;22;11
20200506;1200;0.0;-2.6;2.6;180.4;22;11
20200507;1200;-0.4;-3.6;3.7;187.0;22;11
20200508;1200;-1.1;6.3;6.4;350.5;22;11
20200509;1200;-2.4;8.9;9.2;344.6;22;11
20200510;1200;-4.5;7.7;9.0;329.7;22;11
20200511;1200;-5.5;5.4;7.7;314.8;22;11
20200512;1200;-4.9;4.0;6.3;309.4;22;11
20200513;1200;-5.0;2.2;5.5;294.0;22;11
20200514;1200;-5.2;-1.9;5.5;250.2;22;11
20200515;1200;-2.1;-2.1;3.0;225.0;22;11
20200516;1200;-1.5;0.4;1.6;284.7;22;11
20200517;1200;-4.1;4.2;5.8;315.7;22;11
20200518;1200;-4.3;6.2;7.5;325.3;22;11
20200519;1200;-3.7;6.8;7.8;331.6;22;11
20200520;1200;-4.8;7.0;8.5;325.2;22;11
20200521;1200;-5.5;5.0;7.4;312.2;22;11
20200522;1200;-6.0;3.2;6.8;298.1;22;11
20200523;1200;-6.0;2.2;6.4;289.7;22;11
20200524;1200;-6.2;-1.0;6.2;260.9;22;11
20200525;1200;-3.7;-4.1;5.5;222.2;22;11
20200526;1200;-0.2;-5.6;5.6;181.6;22;11
20200527;1200;3.4;2.6;4.3;52.0;22;11
20200528;1200;1.2;6.2;6.4;10.7;22;11
20200529;1200;-1.7;6.3;6.5;344.9;22;11
20200530;1200;-3.3;4.3;5.4;323.0;22;11
20200531;1200;-2.7;3.1;4.1;318.5;22;11
20200601;1200;-1.1;0.4;1.1;291.0;22;11
20200602;1200;-4.5;-1.1;4.6;256.3;22;11
20200603;1200;-2.8;-1.9;3.4;235.4;22;11
20200604;1200;-1.6;5.7;5.9;343.9;22;11
20200605;1200;-3.5;5.5;6.5;327.1;22;11
20200606;1200;-5.0;6.9;8.5;323.9;22;11
20200607;1200;-3.3;4.5;5.6;323.5;22;11
20200608;1200;-6.4;2.6;6.9;292.2;22;11
20200609;1200;-2.4;-1.5;2.8;237.2;22;11
20200610;1200;-2.0;-2.3;3.1;221.2;22;11
20200611;1200;-4.4;-1.7;4.7;248.5;22;11
20200612;1200;-3.4;-1.7;3.8;242.8;22;11
20200613;1200;-3.7;1.6;4.0;293.1;22;11
20200614;1200;-4.2;3.0;5.2;305.4;22;11
20200615;1200;-4.3;5.3;6.8;320.7;22;11
20200616;1200;-4.7;7.0;8.4;326.5;22;11
20200617;1200;-5.2;7.8;9.4;326.3;22;11
20200618;1200;-7.5;6.2;9.7;309.4;22;11
20200619;1200;-6.3;2.3;6.7;289.8;22;11
20200620;1200;-5.4;1.6;5.6;286.6;22;11
20200621;1200;-4.7;2.1;5.2;294.2;22;11
20200622;1200;-4.1;3.1;5.1;307.4;22;11
20200623;1200;-3.9;3.2;5.0;309.4;22;11
20200624;1200;-6.8;3.1;7.5;294.2;22;11
20200625;1200;-6.8;3.1;7.5;294.2;22;11
20200626;1200;-6.0;-0.5;6.0;265.6;22;11
20200627;1200;-3.4;-0.1;3.4;267.8;22;11
20200628;1200;-2.1;1.0;2.4;294.8;22;11
20200629;1200;-4.9;5.1;7.0;316.0;22;11
20200630;1200;-6.0;2.6;6.5;293.5;22;11
20200701;1200;-3.7;-3.7;5.2;225.4;22;11
20200702;1200;0.8;-4.4;4.5;169.4;22;11
20200703;1200;-1.6;-2.6;3.1;212.3;22;11
20200704;1200;-0.7;0.9;1.1;322.0;22;11
20200705;1200;-3.5;4.9;6.0;324.3;22;11
20200706;1200;-4.7;1.5;4.9;287.6;22;11
20200707;1200;-4.5;2.5;5.1;299.1;22;11
20200708;1200;-5.5;2.0;5.9;289.6;22;11
20200709;1200;-4.9;0.5;5.0;275.7;22;11
20200710;1200;-1.0;1.8;2.1;329.7;22;11
20200711;1200;-3.9;4.7;6.1;320.6;22;11
20200712;1200;-6.0;2.2;6.4;289.7;22;11
20200713;1200;-4.8;-0.8;4.9;260.6;22;11
20200714;1200;-2.6;-2.1;3.3;231.1;22;11
20200715;1200;0.1;1.2;1.2;2.6;22;11
20200716;1200;-2.6;7.8;8.2;341.6;22;11
20200717;1200;-4.1;4.2;5.8;315.7;22;11
20200718;1200;-5.0;5.4;7.4;317.1;22;11
20200719;1200;-7.0;6.0;9.2;310.5;22;11
20200720;1200;-6.9;3.7;7.8;298.2;22;11
20200721;1200;-4.9;2.0;5.3;292.6;22;11
20200722;1200;-3.3;2.4;4.1;305.5;22;11
20200723;1200;-3.8;4.5;5.9;320.1;22;11
20200724;1200;-4.7;4.5;6.5;314.2;22;11
20200725;1200;-7.0;4.9;8.5;305.3;22;11
20200726;1200;-6.0;3.0;6.7;297.1;22;11
20200727;1200;-6.1;3.4;7.0;299.1;22;11
20200728;1200;-6.0;0.2;6.0;271.7;22;11
20200729;1200;-4.6;0.2;4.6;272.6;22;11
20200730;1200;-3.7;3.9;5.4;316.2;22;11
20200731;1200;-4.2;7.0;8.2;329.1;22;11
20200801;1200;-4.6;6.9;8.3;326.3;22;11
20200802;1200;-4.4;7.0;8.2;327.7;22;11
20200803;1200;-4.0;7.1;8.2;330.4;22;11
20200804;1200;-4.0;7.5;8.6;332.0;22;11
20200805;1200;-4.1;7.7;8.7;332.1;22;11
20200806;1200;-4.9;6.5;8.2;323.3;22;11
20200807;1200;-6.1;4.9;7.8;308.8;22;11
20200808;1200;-5.1;4.5;6.8;311.7;22;11
20200809;1200;-5.9;4.8;7.6;309.4;22;11
20200810;1200;-5.6;3.2;6.5;299.8;22;11
20200811;1200;-5.6;1.1;5.7;280.8;22;11
20200812;1200;-6.1;1.9;6.4;287.2;22;11
20200813;1200;-6.2;2.1;6.5;288.5;22;11
20200814;1200;-6.5;1.7;6.7;284.9;22;11
20200815;1200;-7.2;0.3;7.2;272.6;22;11
20200816;1200;-6.1;-0.3;6.1;267.4;22;11
20200817;1200;-5.7;0.8;5.7;278.0;22;11
20200818;1200;-6.2;1.0;6.3;279.2;22;11
20200819;1200;-5.7;-0.1;5.7;268.9;22;11
20200820;1200;-4.7;-1.0;4.8;258.3;22;11
20200821;1200;-2.5;0.8;2.6;287.6;22;11
20200822;1200;-1.1;-1.0;1.5;227.6;22;11
20200823;1200;0.0;0.8;0.8;2.6;22;11
20200824;1200;2.6;7.5;7.9;18.9;22;11
20200825;1200;4.4;6.8;8.1;33.1;22;11
20200826;1200;2.7;3.0;4.1;42.0;22;11
20200827;1200;-5.2;0.6;5.2;276.6;22;11
20200828;1200;-6.0;2.2;6.4;289.7;22;11
20200829;1200;-6.8;1.4;6.9;281.5;22;11
20200830;1200;-6.3;1.4;6.5;282.2;22;11
20200831;1200;-5.1;1.5;5.3;286.4;22;11
20200901;1200;-4.8;4.3;6.4;311.9;22;11
20200902;1200;-4.8;5.3;7.2;318.1;22;11
20200903;1200;-5.7;3.0;6.4;297.3;22;11
20200904;1200;-5.9;1.4;6.0;282.9;22;11
20200905;1200;-5.1;2.6;5.8;296.7;22;11
20200906;1200;-5.2;2.8;5.9;297.9;22;11
20200907;1200;-5.0;1.6;5.2;287.8;22;11
20200908;1200;-5.3;1.0;5.4;280.3;22;11
20200909;1200;-4.9;0.9;5.0;281.0;22;11
20200910;1200;-6.0;1.5;6.2;284.4;22;11
20200911;1200;-5.7;0.8;5.7;278.0;22;11
20200912;1200;-5.9;3.3;6.7;299.5;22;11
20200913;1200;-7.2;2.5;7.6;288.9;22;11
20200914;1200;-6.6;2.1;7.0;287.5;22;11
20200915;1200;-3.0;0.5;3.1;279.7;22;11
20200916;1200;-3.6;3.5;5.0;314.6;22;11
20200917;1200;-4.7;1.0;4.8;282.4;22;11
20200918;1200;-5.3;-0.6;5.3;263.7;22;11
20200919;1200;-6.3;-1.1;6.4;260.5;22;11
20200920;1200;-5.6;-1.8;5.9;251.9;22;11
20200921;1200;-4.8;-0.3;4.8;266.0;22;11
20200922;1200;-3.8;-0.8;3.9;258.5;22;11
20200923;1200;-4.4;2.3;5.0;297.7;22;11
20200924;1200;-4.3;2.8;5.2;302.3;22;11
20200925;1200;-4.4;1.9;4.8;292.7;22;11
20200926;1200;-4.2;0.8;4.3;281.2;22;11
20200927;1200;-5.4;-0.4;5.4;265.8;22;11
20200928;1200;-4.7;-1.9;5.1;248.3;22;11
20200929;1200;-4.4;-1.3;4.6;253.8;22;11
20200930;1200;-4.1;1.1;4.3;285.1;22;11
20201001;1200;-5.1;0.9;5.2;279.7;22;11
20201002;1200;-5.2;-0.8;5.3;261.6;22;11
20201003;1200;-3.5;-2.9;4.5;230.1;22;11
20201004;1200;-1.2;-1.3;1.8;222.8;22;11
20201005;1200;-2.1;2.6;3.3;321.1;22;11
20201006;1200;-6.9;0.2;6.9;271.8;22;11
20201007;1200;-1.9;-4.8;5.2;201.0;22;11
20201008;1200;-0.2;-5.0;5.0;182.6;22;11
20201009;1200;-0.2;-6.0;6.0;181.7;22;11
20201010;1200;-0.8;-7.1;7.2;186.1;22;11
20201011;1200;0.7;-2.1;2.2;161.7;22;11
20201012;1200;-3.4;7.2;8.0;334.6;22;11
20201013;1200;-6.2;5.5;8.3;311.9;22;11
20201014;1200;-4.2;-1.6;4.5;248.6;22;11
20201015;1200;-2.5;-4.9;5.5;207.0;22;11
20201016;1200;0.5;-2.6;2.7;170.0;22;11
20201017;1200;0.1;6.2;6.2;0.9;22;11
20201018;1200;-4.3;6.2;7.5;325.3;22;11
20201019;1200;-5.7;4.9;7.5;310.8;22;11
20201020;1200;-5.1;-3.4;6.1;236.5;22;11
20201021;1200;-4.4;-0.2;4.4;267.8;22;11
20201022;1200;-2.7;0.7;2.8;284.7;22;11
20201023;1200;-4.2;3.9;5.7;313.1;22;11
20201024;1200;-6.1;0.8;6.2;277.6;22;11
20201025;1200;-99.9;-99.9;-99.9;-99.9;0;0
20201026;1200;-2.9;-9.1;9.5;197.6;22;11
20201027;1200;-3.9;-6.1;7.2;212.3;22;11
20201028;1200;-7.6;-4.9;9.0;237.2;22;11
20201029;1200;-6.9;-3.5;7.8;243.1;22;11
20201030;1200;-6.9;-1.8;7.1;255.7;22;11
20201031;1200;-6.1;-4.0;7.3;236.5;22;11
20201101;1200;-1.8;-6.7;7.0;195.2;22;11
20201102;1200;0.8;7.0;7.0;7.0;22;11
20201103;1200;-2.6;6.7;7.2;339.2;22;11
20201104;1200;-5.1;6.0;7.9;319.9;22;11
20201105;1200;-4.1;6.3;7.5;326.8;22;11
20201106;1200;-3.8;1.5;4.1;291.0;22;11
20201107;1200;-4.2;-1.6;4.5;248.6;22;11
20201108;1200;-4.6;-2.3;5.1;243.7;22;11
20201109;1200;-4.7;-1.6;4.9;250.8;22;11
20201110;1200;-4.9;-1.5;5.1;252.8;22;11
20201111;1200;-5.5;0.0;5.5;269.8;22;11
20201112;1200;-4.4;-2.2;4.9;243.6;22;11
20201113;1200;-5.6;-3.2;6.5;240.6;22;11
20201114;1200;-5.0;-4.6;6.8;227.0;22;11
20201115;1200;-0.5;-5.8;5.8;185.2;22;11
20201116;1200;-0.3;-6.7;6.7;182.6;22;11
20201117;1200;-2.3;-7.6;7.9;196.9;22;11
20201118;1200;-1.1;-7.5;7.5;188.0;22;11
20201119;1200;-3.6;-6.2;7.2;210.1;22;11
20201120;1200;-3.6;-7.9;8.7;204.7;22;11
20201121;1200;-3.2;-7.1;7.8;204.1;22;11
20201122;1200;-4.2;-2.1;4.7;243.5;22;11
20201123;1200;-4.1;2.2;4.7;298.1;22;11
20201124;1200;-4.9;2.9;5.7;301.2;22;11
20201125;1200;-5.6;4.1;6.9;306.5;22;11
20201126;1200;-6.1;2.8;6.7;294.6;22;11
20201127;1200;-6.5;1.7;6.7;284.9;22;11
20201128;1200;-7.2;2.9;7.8;292.0;22;11
20201129;1200;-6.8;2.5;7.2;289.9;22;11
20201130;1200;-6.1;-0.7;6.1;263.2;22;11
20201201;1200;-4.9;-3.3;5.9;236.2;22;11
20201202;1200;-3.7;-4.1;5.5;222.2;22;11
20201203;1200;-4.1;-4.2;5.9;223.8;22;11
20201204;1200;-5.2;-3.6;6.3;235.1;22;11
20201205;1200;-5.2;-1.7;5.5;252.3;22;11
20201206;1200;-5.0;-0.4;5.0;265.2;22;11
20201207;1200;-5.7;-1.2;5.8;258.1;22;11
20201208;1200;-5.4;-3.3;6.3;238.7;22;11
20201209;1200;-3.8;-5.7;6.8;214.2;22;11
20201210;1200;-3.7;-6.0;7.0;211.4;22;11
20201211;1200;-4.7;-4.3;6.4;227.6;22;11
20201212;1200;-5.5;-0.7;5.5;263.1;22;11
20201213;1200;-5.3;0.3;5.3;273.6;22;11
20201214;1200;-6.3;-1.1;6.4;260.5;22;11
20201215;1200;-5.8;-1.0;5.8;260.0;22;11
20201216;1200;-6.9;-0.7;7.0;264.4;22;11
20201217;1200;-7.3;-0.8;7.3;263.4;22;11
20201218;1200;-6.6;-1.9;6.9;254.4;22;11
20201219;1200;-5.1;-3.8;6.4;233.3;22;11
20201220;1200;-5.7;-4.5;7.2;231.6;22;11
20201221;1200;-5.5;-2.9;6.3;242.3;22;11
20201222;1200;-2.3;-5.2;5.7;203.9;22;11
20201223;1200;-4.1;-4.2;5.9;223.8;22;11
20201224;1200;-4.8;-2.3;5.3;243.8;22;11
20201225;1200;-5.9;-3.5;6.9;239.3;22;11
20201226;1200;-6.5;-2.7;7.0;247.6;22;11
20201227;1200;-6.4;-0.9;6.5;262.2;22;11
20201228;1200;-6.0;1.1;6.1;280.2;22;11
20201229;1200;-7.2;0.5;7.2;274.0;22;11
20201230;1200;-5.7;-2.1;6.1;249.8;22;11
20201231;1200;-5.1;-2.5;5.7;243.9;22;11
