YYYYMMDD;HHMM;UWND;VWND;WSPD;WDIR;SD;SD
20190630;1200;-5.5;1.8;5.8;288.1;22;11
20190701;1200;-5.2;-0.3;5.3;266.6;22;11
20190702;1200;-2.8;-3.1;4.1;222.0;22;11
20190703;1200;-2.4;-3.8;4.5;212.3;22;11
20190704;1200;-2.3;-4.4;5.0;207.7;22;11
20190705;1200;-2.2;-5.0;5.5;204.0;22;11
20190706;1200;0.0;-3.1;3.1;180.8;22;11
20190707;1200;-0.2;7.8;7.8;358.6;22;11
20190708;1200;-1.9;7.7;8.0;346.2;22;11
20190709;1200;-3.5;4.9;6.0;324.3;22;11
20190710;1200;-4.3;4.7;6.4;317.6;22;11
20190711;1200;-4.5;1.4;4.7;287.4;22;11
20190712;1200;-3.4;0.8;3.5;283.6;22;11
20190713;1200;-3.2;-0.2;3.2;265.6;22;11
20190714;1200;-2.9;-2.0;3.5;235.4;22;11
20190715;1200;-1.4;-3.2;3.5;203.5;22;11
20190716;1200;-0.7;-4.6;4.7;188.3;22;11
20190717;1200;1.3;3.8;4.0;18.9;22;11
20190718;1200;-2.5;7.0;7.5;340.6;22;11
20190719;1200;-5.2;6.2;8.1;320.2;22;11
20190720;1200;-7.0;4.3;8.2;301.9;22;11
20190721;1200;-7.5;4.1;8.6;298.6;22;11
20190722;1200;-7.5;3.5;8.2;294.9;22;11
20190723;1200;-7.1;2.1;7.4;286.6;22;11
20190724;1200;-7.3;2.0;7.6;285.6;22;11
20190725;1200;-5.4;1.2;5.6;282.0;22;11
20190726;1200;-5.2;3.2;6.2;301.8;22;11
20190727;1200;-4.7;3.5;5.8;306.8;22;11
20190728;1200;-5.8;3.2;6.6;298.4;22;11
20190729;1200;-4.9;2.5;5.5;297.0;22;11
20190730;1200;-5.3;1.9;5.6;289.5;22;11
20190731;1200;-2.0;-1.9;2.8;227.6;22;11
20190801;1200;-1.9;1.6;2.5;309.4;22;11
20190802;1200;-4.4;0.1;4.4;271.4;22;11
20190803;1200;-4.7;-2.1;5.1;246.0;22;11
20190804;1200;-1.4;-1.4;2.0;225.4;22;11
20190805;1200;-4.8;2.3;5.4;295.6;22;11
20190806;1200;-6.4;4.0;7.5;301.9;22;11
20190807;1200;-6.4;5.0;8.2;308.2;22;11
20190808;1200;-5.8;1.4;6.0;284.1;22;11
20190809;1200;-5.9;1.2;6.0;281.3;22;11
20190810;1200;-5.2;-0.3;5.3;266.6;22;11
20190811;1200;-5.4;-1.0;5.5;259.0;22;11
20190812;1200;-4.7;1.3;4.8;285.8;22;11
20190813;1200;-3.5;-0.4;3.6;263.4;22;11
20190814;1200;-1.6;-0.5;1.7;254.1;22;11
20190815;1200;-3.8;6.7;7.7;330.0;22;11
20190816;1200;-4.8;6.2;7.8;322.7;22;11
20190817;1200;-5.5;2.4;6.0;293.7;22;11
20190818;1200;-4.7;-0.3;4.7;266.9;22;11
20190819;1200;-1.9;-3.4;3.9;209.8;22;11
20190820;1200;-3.0;-1.8;3.4;238.9;22;11
20190821;1200;-0.7;-2.3;2.4;197.2;22;11
20190822;1200;1.2;4.0;4.2;16.9;22;11
20190823;1200;-1.9;4.2;4.6;336.0;22;11
20190824;1200;-2.9;1.3;3.2;293.7;22;11
20190825;1200;-2.3;2.5;3.4;317.6;22;11
20190826;1200;-2.6;3.4;4.3;322.0;22;11
20190827;1200;-2.7;5.1;5.7;331.9;22;11
20190828;1200;-3.2;3.6;4.8;318.4;22;11
20190829;1200;-4.0;2.3;4.6;300.2;22;11
20190830;1200;-5.6;1.5;5.8;285.3;22;11
20190831;1200;-5.9;-0.4;5.9;266.3;22;11
20190901;1200;-5.5;-1.3;5.6;256.5;22;11
20190902;1200;-4.3;-1.5;4.6;251.2;22;11
20190903;1200;-5.1;-1.6;5.4;252.6;22;11
20190904;1200;-4.6;-0.9;4.7;258.8;22;11
20190905;1200;-2.8;0.4;2.9;278.5;22;11
20190906;1200;-3.2;4.6;5.6;325.5;22;11
20190907;1200;-5.1;4.6;6.9;311.7;22;11
20190908;1200;-5.7;3.2;6.5;299.8;22;11
20190909;1200;-5.6;1.5;5.8;285.3;22;11
20190910;1200;-5.4;0.5;5.4;275.5;22;11
20190911;1200;-5.2;-0.3;5.3;266.6;22;11
20190912;1200;-4.8;-1.4;5.0;253.1;22;11
20190913;1200;-4.2;-1.4;4.4;251.4;22;11
20190914;1200;-3.6;0.7;3.6;281.5;22;11
20190915;1200;-3.0;1.5;3.3;296.2;22;11
20190916;1200;-4.3;1.0;4.5;283.4;22;11
20190917;1200;-4.8;-1.4;5.0;253.1;22;11
20190918;1200;-4.4;-3.3;5.5;233.0;22;11
20190919;1200;-5.5;-2.2;5.9;248.0;22;11
20190920;1200;-4.5;-1.6;4.8;251.0;22;11
20190921;1200;-5.2;-1.0;5.3;259.5;22;11
20190922;1200;-4.4;-0.8;4.5;259.4;22;11
20190923;1200;-1.9;2.0;2.8;317.6;22;11
20190924;1200;-4.5;7.2;8.5;327.9;22;11
20190925;1200;-5.0;3.8;6.3;306.9;22;11
20190926;1200;-4.8;0.6;4.8;277.0;22;11
20190927;1200;-3.0;-3.8;4.9;218.3;22;11
20190928;1200;0.4;-2.5;2.5;171.3;22;11
20190929;1200;-1.9;1.4;2.3;306.9;22;11
20190930;1200;-3.1;3.4;4.6;317.6;22;11
20191001;1200;-2.1;4.3;4.8;333.5;22;11
20191002;1200;-4.4;-0.4;4.4;265.3;22;11
20191003;1200;-5.3;-1.2;5.4;256.9;22;11
20191004;1200;-6.4;0.9;6.5;278.2;22;11
20191005;1200;-6.1;0.6;6.1;276.0;22;11
20191006;1200;-5.8;-0.6;5.8;264.4;22;11
20191007;1200;-4.9;-1.1;5.0;257.8;22;11
20191008;1200;-5.2;-1.4;5.4;254.8;22;11
20191009;1200;-4.7;-1.2;4.8;255.9;22;11
20191010;1200;-4.5;-0.2;4.5;267.8;22;11
20191011;1200;-5.4;1.2;5.6;282.0;22;11
20191012;1200;-5.2;1.1;5.3;281.5;22;11
20191013;1200;-5.8;0.5;5.8;275.2;22;11
20191014;1200;-5.8;-1.0;5.9;260.0;22;11
20191015;1200;-4.5;-0.6;4.5;261.9;22;11
20191016;1200;-4.9;1.4;5.1;286.1;22;11
20191017;1200;-3.9;1.0;4.0;284.7;22;11
20191018;1200;-3.1;0.0;3.1;270.8;22;11
20191019;1200;-0.1;-2.9;2.9;182.6;22;11
20191020;1200;3.2;-2.7;4.2;129.4;22;11
20191021;1200;0.3;3.0;3.0;6.3;22;11
20191022;1200;-0.3;-4.0;4.0;183.9;22;11
20191023;1200;0.5;-4.1;4.2;173.5;22;11
20191024;1200;-0.3;-1.7;1.7;189.7;22;11
20191025;1200;-99.9;-99.9;-99.9;-99.9;0;0
20191026;1200;-99.9;-99.9;-99.9;-99.9;0;0
20191027;1200;-3.2;-0.1;3.2;269.2;22;11
20191028;1200;-4.9;1.4;5.1;286.1;22;11
20191029;1200;-5.2;0.8;5.3;278.5;22;11
20191030;1200;-4.4;-0.8;4.5;259.4;22;11
20191031;1200;-4.6;-0.7;4.7;261.3;22;11
20191101;1200;-1.7;-1.2;2.1;233.5;22;11
20191102;1200;-3.7;4.3;5.7;319.5;22;11
20191103;1200;-6.4;2.6;6.9;292.2;22;11
20191104;1200;-0.2;-5.4;5.5;182.6;22;11
20191105;1200;0.4;-5.0;5.0;175.2;22;11
20191106;1200;-1.4;-4.0;4.2;199.0;22;11
20191107;1200;-0.1;-2.0;2.0;182.6;22;11
20191108;1200;-1.2;-1.8;2.1;214.0;22;11
20191109;1200;-3.5;-0.4;3.5;263.4;22;11
20191110;1200;-3.5;-1.3;3.8;249.2;22;11
20191111;1200;-2.5;-2.3;3.4;227.6;22;11
20191112;1200;-1.7;2.3;2.9;323.0;22;11
20191113;1200;-4.8;5.8;7.5;320.5;22;11
20191114;1200;-4.4;4.9;6.5;318.1;22;11
20191115;1200;-1.1;-4.1;4.3;195.1;22;11
20191116;1200;1.1;-4.5;4.6;166.3;22;11
20191117;1200;-0.8;-3.4;3.5;193.6;22;11
20191118;1200;-1.9;0.9;2.1;295.4;22;11
20191119;1200;-3.7;1.1;3.9;286.6;22;11
20191120;1200;-2.0;2.4;3.1;320.1;22;11
20191121;1200;-5.4;4.8;7.2;311.6;22;11
20191122;1200;-3.9;1.0;4.0;284.7;22;11
20191123;1200;-1.5;-3.8;4.1;201.0;22;11
20191124;1200;5.5;0.2;5.5;87.8;22;11
20191125;1200;-0.3;7.1;7.1;357.5;22;11
20191126;1200;-2.3;5.6;6.1;337.9;22;11
20191127;1200;-3.8;3.5;5.1;312.5;22;11
20191128;1200;-6.0;-0.5;6.0;265.6;22;11
20191129;1200;-4.5;-2.5;5.1;241.4;22;11
20191130;1200;-4.4;-3.5;5.7;231.5;22;11
20191201;1200;-2.8;-5.2;5.9;207.9;22;11
20191202;1200;3.2;-4.8;5.8;145.9;22;11
20191203;1200;0.7;4.1;4.2;8.9;22;11
20191204;1200;-3.4;6.6;7.4;332.9;22;11
20191205;1200;-1.6;-1.0;1.9;238.9;22;11
20191206;1200;-1.9;-5.3;5.6;199.5;22;11
20191207;1200;2.5;-3.6;4.4;145.2;22;11
20191208;1200;-2.3;-1.3;2.6;241.2;22;11
20191209;1200;-1.6;-2.4;2.8;213.5;22;11
20191210;1200;-4.0;-0.2;4.0;267.2;22;11
20191211;1200;-4.4;1.4;4.7;287.4;22;11
20191212;1200;-6.2;1.0;6.3;279.2;22;11
20191213;1200;-6.3;0.3;6.3;272.6;22;11
20191214;1200;-6.1;2.8;6.7;294.6;22;11
20191215;1200;-5.5;4.4;7.0;308.7;22;11
20191216;1200;-6.6;2.5;7.1;291.0;22;11
20191217;1200;-6.0;0.5;6.0;274.3;22;11
20191218;1200;-5.8;1.0;5.8;279.7;22;11
20191219;1200;-6.0;0.2;6.0;271.7;22;11
20191220;1200;-4.8;0.3;4.8;273.6;22;11
20191221;1200;-4.2;0.8;4.3;281.2;22;11
20191222;1200;-6.3;0.3;6.3;272.6;22;11
20191223;1200;-7.1;-0.3;7.1;267.5;22;11
20191224;1200;-5.4;-0.4;5.4;265.8;22;11
20191225;1200;-6.0;0.5;6.0;274.3;22;11
20191226;1200;-6.1;2.8;6.7;294.6;22;11
20191227;1200;-5.4;2.7;6.0;296.4;22;11
20191228;1200;-4.1;3.3;5.3;308.4;22;11
20191229;1200;-5.5;2.4;6.0;293.7;22;11
20191230;1200;-5.6;0.2;5.6;271.6;22;11
20191231;1200;-7.0;0.4;7.0;273.3;22;11
