YYYYMMDD;HHMM;Prec;StDev;%Time;Q;S
20190426;1200;0.09;1.68;2.00;2;1
20190427;1200;0.00;0.26;0.00;2;1
20190428;1200;0.00;0.26;0.00;2;1
20190429;1200;-0.04;0.26;0.00;2;1
20190430;1200;0.00;0.52;0.00;2;1
20190501;1200;-0.04;0.26;0.00;2;1
20190502;1200;0.00;0.26;0.00;2;1
20190503;1200;-0.04;0.21;0.00;2;1
20190504;1200;0.00;0.21;0.00;2;1
20190505;1200;0.00;0.34;1.00;2;1
20190506;1200;0.43;2.92;5.00;2;1
20190507;1200;0.00;0.30;0.00;2;1
20190508;1200;-0.04;0.34;1.00;2;1
20190509;1200;-0.04;0.34;1.00;2;1
20190510;1200;-0.04;0.30;0.00;2;1
20190511;1200;-0.04;0.30;0.00;2;1
20190512;1200;-0.04;0.26;0.00;2;1
20190513;1200;-0.04;0.26;0.00;2;1
20190514;1200;0.00;0.21;0.00;2;1
20190515;1200;0.00;0.21;0.00;2;1
20190516;1200;-0.04;0.26;0.00;2;1
20190517;1200;0.00;0.34;1.00;2;1
20190518;1200;1.12;3.35;21.00;2;1
20190519;1200;0.82;3.18;16.00;2;1
20190520;1200;0.17;2.41;2.00;2;1
20190521;1200;0.95;11.18;12.00;2;1
20190522;1200;0.00;0.13;0.00;2;1
20190523;1200;0.00;0.17;0.00;2;1
20190524;1200;0.00;0.17;0.00;2;1
20190525;1200;0.00;0.17;0.00;2;1
20190526;1200;0.64;6.06;3.00;2;1
20190527;1200;0.00;0.17;0.00;2;1
20190528;1200;-0.04;0.21;0.00;2;1
20190529;1200;0.00;0.21;0.00;2;1
20190530;1200;0.00;0.17;0.00;2;1
20190531;1200;-0.04;0.21;0.00;2;1
20190601;1200;0.00;2.79;0.00;2;1
20190602;1200;0.00;0.17;0.00;2;1
20190603;1200;0.00;0.26;1.00;2;1
20190604;1200;-0.04;0.21;0.00;2;1
20190605;1200;-0.04;0.26;0.00;2;1
20190606;1200;0.00;2.06;2.00;2;1
20190607;1200;0.00;0.69;3.00;2;1
20190608;1200;0.00;0.21;0.00;2;1
20190609;1200;0.09;0.60;3.00;2;1
20190610;1200;0.00;1.07;2.00;2;1
20190611;1200;-0.04;0.30;1.00;2;1
20190612;1200;0.00;0.30;1.00;2;1
20190613;1200;-0.04;0.26;0.00;2;1
20190614;1200;-0.04;0.21;0.00;2;1
20190615;1200;-0.04;0.21;0.00;2;1
20190616;1200;-0.04;0.26;0.00;2;1
20190617;1200;-0.04;0.21;0.00;2;1
20190618;1200;0.00;0.17;0.00;2;1
20190619;1200;-0.04;0.21;0.00;2;1
20190620;1200;0.00;0.21;0.00;2;1
20190621;1200;-0.04;0.21;0.00;2;1
20190622;1200;0.52;2.97;13.00;2;1
20190623;1200;-0.04;0.30;2.00;2;1
20190624;1200;0.00;0.47;1.00;2;1
20190625;1200;0.00;0.21;0.00;2;1
20190626;1200;0.13;1.38;3.00;2;1
20190627;1200;-0.04;0.30;1.00;2;1
20190628;1200;-0.04;1.03;1.00;2;1
20190629;1200;0.00;0.34;2.00;2;1
20190630;1200;-0.04;0.30;1.00;2;1
20190701;1200;-0.04;0.26;0.00;2;1
20190702;1200;-0.04;0.21;0.00;2;1
20190703;1200;-0.04;0.21;0.00;2;1
20190704;1200;-0.04;0.21;0.00;2;1
20190705;1200;-0.04;0.30;0.00;2;1
20190706;1200;0.90;5.67;5.00;2;1
20190707;1200;0.00;0.30;1.00;2;1
20190708;1200;0.00;0.30;1.00;2;1
20190709;1200;0.04;0.77;1.00;2;1
20190710;1200;0.00;0.26;0.00;2;1
20190711;1200;0.00;0.17;0.00;2;1
20190712;1200;0.00;0.13;0.00;2;1
20190713;1200;0.00;0.04;0.00;2;1
20190714;1200;0.00;0.04;0.00;2;1
20190715;1200;0.00;0.04;0.00;2;1
20190716;1200;0.00;0.04;0.00;2;1
20190717;1200;0.00;0.09;0.00;2;1
20190718;1200;0.00;0.13;0.00;2;1
20190719;1200;0.00;0.09;0.00;2;1
20190720;1200;0.00;0.13;0.00;2;1
20190721;1200;0.00;0.13;0.00;2;1
20190722;1200;0.00;0.13;0.00;2;1
20190723;1200;0.00;0.13;0.00;2;1
20190724;1200;0.00;0.09;0.00;2;1
20190725;1200;0.00;0.09;0.00;2;1
20190726;1200;0.00;0.09;0.00;2;1
20190727;1200;0.00;0.09;0.00;2;1
20190728;1200;0.00;0.09;0.00;2;1
20190729;1200;0.00;0.09;0.00;2;1
20190730;1200;0.00;0.09;0.00;2;1
20190731;1200;0.00;0.04;0.00;2;1
20190801;1200;0.00;0.09;0.00;2;1
20190802;1200;0.00;0.09;0.00;2;1
20190803;1200;0.00;0.09;0.00;2;1
20190804;1200;0.34;1.72;8.00;2;1
20190805;1200;0.00;0.21;0.00;2;1
20190806;1200;0.34;1.76;8.00;2;1
20190807;1200;0.00;0.47;4.00;2;1
20190808;1200;0.00;0.26;0.00;2;1
20190809;1200;0.00;0.21;0.00;2;1
20190810;1200;0.00;0.21;0.00;2;1
20190811;1200;0.00;0.21;0.00;2;1
20190812;1200;0.00;0.21;0.00;2;1
20190813;1200;0.04;0.26;1.00;2;1
20190814;1200;0.09;0.86;3.00;2;1
20190815;1200;0.00;0.39;1.00;2;1
20190816;1200;-0.04;0.26;0.00;2;1
20190817;1200;-0.04;0.21;0.00;2;1
20190818;1200;0.00;0.21;0.00;2;1
20190819;1200;0.00;0.17;0.00;2;1
20190820;1200;0.00;0.17;0.00;2;1
20190821;1200;0.00;0.17;0.00;2;1
20190822;1200;0.00;0.21;0.00;2;1
20190823;1200;0.00;0.17;0.00;2;1
20190824;1200;0.00;0.13;0.00;2;1
20190825;1200;0.00;0.13;0.00;2;1
20190826;1200;0.00;0.13;0.00;2;1
20190827;1200;0.00;0.26;1.00;2;1
20190828;1200;0.00;0.17;0.00;2;1
20190829;1200;0.00;0.17;0.00;2;1
20190830;1200;0.00;0.17;0.00;2;1
20190831;1200;0.00;0.17;0.00;2;1
20190901;1200;0.00;0.17;0.00;2;1
20190902;1200;0.00;0.17;0.00;2;1
20190903;1200;0.00;0.17;0.00;2;1
20190904;1200;0.00;0.13;0.00;2;1
20190905;1200;0.00;0.13;0.00;2;1
20190906;1200;0.00;0.30;1.00;2;1
20190907;1200;-0.04;0.21;0.00;2;1
20190908;1200;0.00;0.21;0.00;2;1
20190909;1200;0.00;0.17;0.00;2;1
20190910;1200;0.00;0.13;0.00;2;1
20190911;1200;0.00;0.13;0.00;2;1
20190912;1200;0.00;0.13;0.00;2;1
20190913;1200;0.00;0.13;0.00;2;1
20190914;1200;0.00;0.09;0.00;2;1
20190915;1200;0.00;0.09;0.00;2;1
20190916;1200;0.00;0.13;0.00;2;1
20190917;1200;0.00;0.17;0.00;2;1
20190918;1200;0.00;0.17;0.00;2;1
20190919;1200;0.00;0.17;0.00;2;1
20190920;1200;0.00;0.21;0.00;2;1
20190921;1200;0.00;0.34;1.00;2;1
20190922;1200;0.00;0.13;0.00;2;1
20190923;1200;0.00;0.21;1.00;2;1
20190924;1200;0.00;0.30;1.00;2;1
20190925;1200;0.00;0.26;0.00;2;1
20190926;1200;0.00;0.21;0.00;2;1
20190927;1200;0.00;0.13;0.00;2;1
20190928;1200;0.00;0.09;0.00;2;1
20190929;1200;0.00;0.09;0.00;2;1
20190930;1200;0.26;0.86;11.00;2;1
20191001;1200;0.00;0.17;0.00;2;1
20191002;1200;3.05;42.99;6.00;2;1
20191003;1200;-0.04;0.47;4.00;2;1
20191004;1200;-0.04;0.34;0.00;2;1
20191005;1200;0.00;2.58;1.00;2;1
20191006;1200;-0.04;0.34;1.00;2;1
20191007;1200;0.04;0.86;1.00;2;1
20191008;1200;0.00;0.26;0.00;2;1
20191009;1200;0.00;0.21;0.00;2;1
20191010;1200;0.00;0.21;0.00;2;1
20191011;1200;-0.04;0.21;0.00;2;1
20191012;1200;0.00;0.21;0.00;2;1
20191013;1200;0.00;0.21;0.00;2;1
20191014;1200;0.00;0.21;0.00;2;1
20191015;1200;0.00;0.21;0.00;2;1
20191016;1200;-0.04;0.17;0.00;2;1
20191017;1200;0.00;0.17;0.00;2;1
20191018;1200;0.00;0.17;0.00;2;1
20191019;1200;0.00;0.17;0.00;2;1
20191020;1200;0.00;0.21;0.00;2;1
20191021;1200;0.00;0.17;0.00;2;1
20191022;1200;0.04;0.47;1.00;2;1
20191023;1200;0.00;0.39;1.00;2;1
20191024;1200;0.47;1.55;13.00;2;1
20191025;1200;-9.99;-9.99;-9.99;0;0
20191026;1200;-9.99;-9.99;-9.99;0;0
20191027;1200;0.00;2.18;16.00;2;1
20191028;1200;0.00;2.61;24.00;2;1
20191029;1200;-0.05;0.62;3.00;2;1
20191030;1200;-0.05;0.43;2.00;2;1
20191031;1200;0.00;0.38;1.00;2;1
20191101;1200;0.00;0.33;1.00;2;1
20191102;1200;0.00;0.33;1.00;2;1
20191103;1200;0.05;0.71;3.00;2;1
20191104;1200;0.00;0.33;1.00;2;1
20191105;1200;0.00;0.33;1.00;2;1
20191106;1200;0.00;0.33;1.00;2;1
20191107;1200;0.00;0.28;0.00;2;1
20191108;1200;0.00;0.24;0.00;2;1
20191109;1200;0.00;0.28;0.00;2;1
20191110;1200;0.00;0.28;0.00;2;1
20191111;1200;0.00;0.24;0.00;2;1
20191112;1200;0.00;0.24;0.00;2;1
20191113;1200;0.19;2.18;3.00;2;1
20191114;1200;0.00;0.28;0.00;2;1
20191115;1200;-0.05;0.33;1.00;2;1
20191116;1200;-0.05;0.28;0.00;2;1
20191117;1200;0.00;0.28;0.00;2;1
20191118;1200;0.24;1.52;4.00;2;1
20191119;1200;0.00;0.33;1.00;2;1
20191120;1200;0.00;0.43;1.00;2;1
20191121;1200;0.14;1.61;5.00;2;1
20191122;1200;0.47;2.18;10.00;2;1
20191123;1200;0.05;0.90;1.00;2;1
20191124;1200;0.28;2.85;5.00;2;1
20191125;1200;0.00;0.19;0.00;2;1
20191126;1200;0.00;0.19;0.00;2;1
20191127;1200;0.00;0.24;0.00;2;1
20191128;1200;0.00;0.19;0.00;2;1
20191129;1200;0.00;0.19;0.00;2;1
20191130;1200;0.09;1.14;1.00;2;1
20191201;1200;0.05;0.76;2.00;2;1
20191202;1200;0.00;0.24;0.00;2;1
20191203;1200;1.33;6.65;11.00;2;1
20191204;1200;0.05;0.52;2.00;2;1
20191205;1200;0.43;1.90;8.00;2;1
20191206;1200;0.00;0.19;0.00;2;1
20191207;1200;0.00;0.19;0.00;2;1
20191208;1200;0.00;0.19;0.00;2;1
20191209;1200;0.09;0.71;3.00;2;1
20191210;1200;0.00;0.19;0.00;2;1
20191211;1200;0.14;2.37;1.00;2;1
20191212;1200;0.00;0.66;1.00;2;1
20191213;1200;0.00;0.24;0.00;2;1
20191214;1200;0.00;0.33;1.00;2;1
20191215;1200;0.09;1.00;2.00;2;1
20191216;1200;0.00;0.38;1.00;2;1
20191217;1200;0.05;0.71;1.00;2;1
20191218;1200;0.00;0.19;0.00;2;1
20191219;1200;0.00;0.24;0.00;2;1
20191220;1200;0.00;0.24;0.00;2;1
20191221;1200;0.05;0.43;1.00;2;1
20191222;1200;0.00;0.33;1.00;2;1
20191223;1200;0.00;0.24;0.00;2;1
20191224;1200;0.05;0.62;1.00;2;1
20191225;1200;0.38;2.33;5.00;2;1
20191226;1200;0.05;0.71;1.00;2;1
20191227;1200;0.05;1.71;0.00;2;1
20191228;1200;0.00;0.81;0.00;2;1
20191229;1200;-0.05;0.24;0.00;2;1
20191230;1200;2.09;33.99;7.00;2;1
20191231;1200;0.00;0.28;0.00;2;1
