YYYYMMDD;HHMM;SSS;ID;Q;S
20220420;1200;36.582;24;2;1
20220421;1200;36.596;24;2;1
20220422;1200;36.575;24;2;1
20220423;1200;36.541;24;2;1
20220424;1200;36.562;24;2;1
20220425;1200;36.542;24;2;1
20220426;1200;36.479;24;2;1
20220427;1200;36.417;24;2;1
20220428;1200;36.419;24;2;1
20220429;1200;36.488;24;2;1
20220430;1200;36.484;24;2;1
20220501;1200;36.468;24;2;1
20220502;1200;36.482;24;2;1
20220503;1200;36.470;24;2;1
20220504;1200;36.455;24;2;1
20220505;1200;36.433;24;2;1
20220506;1200;36.420;24;2;1
20220507;1200;36.430;24;2;1
20220508;1200;36.493;24;2;1
20220509;1200;36.512;24;2;1
20220510;1200;36.490;24;2;1
20220511;1200;36.476;24;2;1
20220512;1200;36.502;24;2;1
20220513;1200;36.493;24;2;1
20220514;1200;36.479;24;2;1
20220515;1200;36.477;24;2;1
20220516;1200;36.498;24;2;1
20220517;1200;36.496;24;2;1
20220518;1200;36.499;24;2;1
20220519;1200;36.526;24;2;1
20220520;1200;36.529;24;2;1
20220521;1200;37.298;24;2;1
20220522;1200;37.373;24;2;1
20220523;1200;37.386;24;2;1
20220524;1200;37.411;24;2;1
20220525;1200;37.412;24;2;1
20220526;1200;37.404;24;2;1
20220527;1200;37.398;24;2;1
20220528;1200;37.363;24;2;1
20220529;1200;37.403;24;2;1
20220530;1200;37.435;24;2;1
20220531;1200;37.430;24;2;1
20220601;1200;37.440;24;2;1
20220602;1200;37.440;24;2;1
20220603;1200;37.434;24;2;1
20220604;1200;37.442;24;2;1
20220605;1200;37.441;24;2;1
20220606;1200;37.441;24;2;1
20220607;1200;37.437;24;2;1
20220608;1200;37.413;24;2;1
20220609;1200;37.411;24;2;1
20220610;1200;37.439;24;2;1
20220611;1200;37.443;24;2;1
20220612;1200;37.447;24;2;1
20220613;1200;37.450;24;2;1
20220614;1200;37.440;24;2;1
20220615;1200;37.434;24;2;1
20220616;1200;37.425;24;2;1
20220617;1200;37.428;24;2;1
20220618;1200;37.425;24;2;1
20220619;1200;37.411;24;2;1
20220620;1200;37.389;24;2;1
20220621;1200;37.358;24;2;1
20220622;1200;37.334;24;2;1
20220623;1200;37.347;24;2;1
20220624;1200;37.353;24;2;1
20220625;1200;37.363;24;2;1
20220626;1200;37.375;24;2;1
20220627;1200;37.368;24;2;1
20220628;1200;37.385;24;2;1
20220629;1200;37.407;24;2;1
20220630;1200;37.413;24;2;1
20220701;1200;37.410;24;2;1
20220702;1200;37.409;24;2;1
20220703;1200;37.420;24;2;1
20220704;1200;37.415;24;2;1
20220705;1200;37.385;24;2;1
20220706;1200;37.381;24;2;1
20220707;1200;37.386;24;2;1
20220708;1200;37.397;24;2;1
20220709;1200;37.402;24;2;1
20220710;1200;37.399;24;2;1
20220711;1200;37.398;24;2;1
20220712;1200;37.399;24;2;1
20220713;1200;37.385;24;2;1
20220714;1200;37.356;24;2;1
20220715;1200;37.391;24;2;1
20220716;1200;37.382;24;2;1
20220717;1200;37.356;24;2;1
20220718;1200;37.353;24;2;1
20220719;1200;37.348;24;2;1
20220720;1200;37.321;24;2;1
20220721;1200;37.313;24;2;1
20220722;1200;37.316;24;2;1
20220723;1200;37.319;24;2;1
20220724;1200;37.319;24;2;1
20220725;1200;37.317;24;2;1
20220726;1200;37.311;24;2;1
20220727;1200;37.312;24;2;1
20220728;1200;37.315;24;2;1
20220729;1200;37.324;24;2;1
20220730;1200;37.342;24;2;1
20220731;1200;37.346;24;2;1
20220801;1200;37.370;24;2;1
20220802;1200;37.371;24;2;1
20220803;1200;37.372;24;2;1
20220804;1200;37.372;24;2;1
20220805;1200;37.369;24;2;1
20220806;1200;37.362;24;2;1
20220807;1200;37.360;24;2;1
20220808;1200;37.347;24;2;1
20220809;1200;37.337;24;2;1
20220810;1200;37.343;24;2;1
20220811;1200;37.348;24;2;1
20220812;1200;37.349;24;2;1
20220813;1200;37.319;24;2;1
20220814;1200;37.289;24;2;1
20220815;1200;37.276;24;2;1
20220816;1200;37.273;24;2;1
20220817;1200;37.275;24;2;1
20220818;1200;37.273;24;2;1
20220819;1200;37.271;24;2;1
20220820;1200;37.300;24;2;1
20220821;1200;37.306;24;2;1
20220822;1200;37.313;24;2;1
20220823;1200;37.316;24;2;1
20220824;1200;37.303;24;2;1
20220825;1200;37.300;24;2;1
20220826;1200;37.301;24;2;1
20220827;1200;37.299;24;2;1
20220828;1200;37.302;24;2;1
20220829;1200;37.305;24;2;1
20220830;1200;37.292;24;2;1
20220831;1200;37.283;24;2;1
20220901;1200;37.284;24;2;1
20220902;1200;37.308;24;2;1
20220903;1200;37.325;24;2;1
20220904;1200;37.320;24;2;1
20220905;1200;37.315;24;2;1
20220906;1200;37.324;24;2;1
20220907;1200;37.325;24;2;1
20220908;1200;37.328;24;2;1
20220909;1200;37.325;24;2;1
20220910;1200;37.332;24;2;1
20220911;1200;37.330;24;2;1
20220912;1200;37.343;24;2;1
20220913;1200;37.350;24;2;1
20220914;1200;37.350;24;2;1
20220915;1200;37.360;24;2;1
20220916;1200;37.350;24;2;1
20220917;1200;37.376;24;2;1
20220918;1200;37.349;24;2;1
20220919;1200;37.356;24;2;1
20220920;1200;37.363;24;2;1
20220921;1200;37.376;24;2;1
20220922;1200;37.386;24;2;1
20220923;1200;37.390;24;2;1
20220924;1200;37.391;24;2;1
20220925;1200;37.401;24;2;1
20220926;1200;37.403;24;2;1
20220927;1200;37.396;24;2;1
20220928;1200;37.402;24;2;1
20220929;1200;37.405;24;2;1
20220930;1200;37.385;24;2;1
20221001;1200;37.405;24;2;1
20221002;1200;37.408;24;2;1
20221003;1200;37.410;24;2;1
20221004;1200;37.415;24;2;1
20221005;1200;37.414;24;2;1
20221006;1200;37.401;24;2;1
20221007;1200;37.339;24;2;1
20221008;1200;37.349;24;2;1
20221009;1200;37.355;24;2;1
20221010;1200;37.373;24;2;1
20221011;1200;37.405;24;2;1
20221012;1200;37.412;24;2;1
20221013;1200;37.428;24;2;1
20221014;1200;37.436;24;2;1
20221015;1200;37.434;24;2;1
20221016;1200;37.427;24;2;1
20221017;1200;37.433;24;2;1
20221018;1200;37.425;24;2;1
20221019;1200;37.422;24;2;1
20221020;1200;37.429;24;2;1
20221021;1200;37.441;24;2;1
20221022;1200;37.440;24;2;1
20221023;1200;37.442;24;2;1
20221024;1200;37.437;24;2;1
20221025;1200;37.428;24;2;1
20221026;1200;37.392;24;2;1
20221027;1200;37.433;24;2;1
20221028;1200;37.441;24;2;1
20221029;1200;37.447;24;2;1
20221030;1200;37.447;24;2;1
20221031;1200;37.450;24;2;1
20221101;1200;37.455;24;2;1
20221102;1200;37.452;24;2;1
20221103;1200;37.451;24;2;1
20221104;1200;37.361;24;2;1
20221105;1200;37.321;24;2;1
20221106;1200;37.360;24;2;1
20221107;1200;36.581;71;2;1
20221108;1200;36.683;71;2;1
20221109;1200;36.667;71;2;1
20221110;1200;36.679;71;2;1
20221111;1200;36.711;71;2;1
20221112;1200;36.762;71;2;1
20221113;1200;36.822;71;2;1
20221114;1200;36.876;71;2;1
20221115;1200;36.913;71;2;1
20221116;1200;36.908;71;2;1
20221117;1200;36.846;71;2;1
20221118;1200;36.819;71;2;1
20221119;1200;36.847;71;2;1
20221120;1200;36.857;71;2;1
20221121;1200;36.877;71;2;1
20221122;1200;36.859;71;2;1
20221123;1200;36.874;71;2;1
20221124;1200;36.862;71;2;1
20221125;1200;36.893;71;2;1
20221126;1200;36.896;71;2;1
20221127;1200;36.895;71;2;1
20221128;1200;36.903;71;2;1
20221129;1200;36.900;71;2;1
20221130;1200;36.841;71;2;1
20221201;1200;36.869;71;2;1
20221202;1200;36.891;71;2;1
20221203;1200;36.916;71;2;1
20221204;1200;36.934;71;2;1
20221205;1200;36.970;71;2;1
20221206;1200;36.943;71;2;1
20221207;1200;36.941;71;2;1
20221208;1200;36.937;71;2;1
20221209;1200;36.976;71;2;1
20221210;1200;37.071;71;2;1
20221211;1200;37.046;71;2;1
20221212;1200;37.051;71;2;1
20221213;1200;37.120;71;2;1
20221214;1200;37.089;71;2;1
20221215;1200;37.093;71;2;1
20221216;1200;37.086;71;2;1
20221217;1200;36.993;71;2;1
20221218;1200;36.964;71;2;1
20221219;1200;36.974;71;2;1
20221220;1200;36.986;71;2;1
20221221;1200;36.988;71;2;1
20221222;1200;36.984;71;2;1
20221223;1200;36.989;71;2;1
20221224;1200;36.969;71;2;1
20221225;1200;36.964;71;2;1
20221226;1200;36.981;71;2;1
20221227;1200;36.990;71;2;1
20221228;1200;36.994;71;2;1
20221229;1200;36.966;71;2;1
20221230;1200;36.922;71;2;1
20221231;1200;36.922;71;2;1
